gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,paperless_billing,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service_x,phone_service_x,multiple_lines,avg_monthly_gb_download,unlimited_data,referred_a_friend,number_of_referrals,cltv,churn_value,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,contract_One Year,contract_Two Year,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,internet_type_DSL,internet_type_Fiber Optic
1,45,0,0,1,1,2,1,1,59.8,22.74,3457.45,35.01,0,1273.44,4695.88,56,1,1,0,13,1,1,1,4964,0,1,1,1,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False
1,55,0,0,0,1,3,0,1,78.3,31.93,1033.95,0.0,150,415.09,1599.04,13,1,1,0,22,0,0,0,5566,0,0,0,0,0,1,0,0,False,False,True,False,False,False,False,True,False,False,True
0,65,0,1,0,0,0,0,0,75.5,24.96,637.4,0.0,0,224.64,862.04,9,1,1,0,9,1,0,0,3021,0,0,0,1,0,0,0,0,False,True,True,False,False,False,False,False,False,False,True
1,46,0,0,1,1,2,1,0,49.65,0.0,305.55,0.0,0,0.0,305.55,7,1,0,0,28,1,1,4,2750,0,1,0,1,1,0,1,1,False,True,True,False,False,False,False,False,False,True,False
0,77,0,1,0,0,0,0,1,93.85,19.27,170.85,0.0,0,38.54,209.39,2,1,1,1,18,1,0,0,4193,1,0,0,0,0,1,1,0,False,False,False,True,False,False,False,False,False,False,True
1,62,0,0,0,0,0,0,1,89.55,45.22,3729.75,0.0,0,1854.02,5583.77,41,1,1,0,15,1,0,0,5549,0,0,1,0,1,1,0,0,True,False,False,True,False,True,False,False,False,False,True
1,74,0,1,0,0,0,0,0,59.6,14.78,2754.0,0.0,0,694.66,3448.66,47,1,1,1,10,1,0,0,3155,0,0,1,0,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,62,0,0,0,0,0,0,0,19.7,24.57,625.05,0.0,0,737.1,1362.15,30,0,1,0,0,0,0,0,3302,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False
1,71,0,1,0,0,0,0,1,99.05,20.83,3395.8,0.0,120,729.05,4244.85,35,1,1,1,19,0,0,0,2074,1,0,0,1,0,1,1,0,False,False,False,True,False,False,False,False,False,False,True
0,52,0,0,0,0,0,0,0,44.1,0.0,2369.7,0.0,0,0.0,2369.7,54,1,0,0,21,1,0,0,6205,0,1,0,0,1,0,1,1,True,False,False,False,False,False,False,False,False,True,False
1,74,0,1,1,0,0,1,1,100.45,28.18,1622.45,0.0,0,479.06,2101.51,17,1,1,1,16,1,1,1,5508,1,0,0,1,0,1,1,0,False,False,True,False,False,False,False,False,False,False,False
1,31,0,0,1,1,1,1,0,110.9,45.32,7922.75,0.0,130,3263.04,11315.79,72,1,1,1,11,0,1,5,6444,0,0,1,1,1,1,1,1,False,True,True,False,False,False,False,False,False,False,True
1,36,0,0,1,0,0,1,1,89.25,10.23,2210.2,0.0,0,245.52,2455.72,24,1,1,0,8,1,1,2,5436,0,1,0,0,1,0,1,1,False,False,False,True,False,False,False,False,False,False,True
0,42,0,0,0,0,0,0,0,64.65,37.18,2347.85,0.0,0,1375.66,3723.51,37,1,1,1,9,1,0,0,5255,0,1,0,0,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False
0,60,0,0,1,1,2,1,0,20.2,18.64,1027.25,0.0,0,894.72,1921.97,48,0,1,0,0,0,1,6,3828,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False
0,44,0,0,0,0,0,0,0,104.0,1.85,7028.5,0.0,0,127.65,7156.15,69,1,1,1,13,1,0,0,5902,0,0,0,1,1,1,1,1,False,True,False,True,False,False,False,False,False,False,True
1,56,0,0,1,0,0,1,1,66.4,25.3,2019.8,0.0,0,784.3,2804.1,31,1,1,0,28,1,1,7,3282,0,0,0,1,1,0,1,1,False,False,True,False,False,False,True,False,False,False,False
1,26,1,0,1,1,2,1,1,85.4,17.52,3297.0,0.0,0,665.76,3962.76,38,1,1,1,59,1,1,6,5292,0,1,0,1,1,1,1,1,False,True,False,False,False,False,True,False,False,True,False
0,64,0,0,0,0,0,0,1,40.2,0.0,1478.85,0.0,0,0.0,1478.85,37,1,0,0,6,1,0,0,5924,0,0,0,1,0,0,1,1,False,False,True,False,False,False,True,False,False,False,False
1,70,0,1,1,0,0,1,1,70.2,6.03,280.35,30.75,0,24.12,273.72,4,1,1,0,8,1,1,5,4444,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,False,False,False,True
0,41,0,0,1,0,0,1,1,103.15,33.22,4594.65,0.0,130,1528.12,6252.77,46,1,1,1,29,0,1,3,3517,0,0,1,0,1,1,1,1,True,False,False,True,False,True,False,False,False,False,True
1,59,0,0,0,0,0,0,0,20.0,34.39,417.7,0.0,0,722.19,1139.89,21,0,1,0,0,0,0,0,2366,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
1,55,0,0,0,0,0,0,1,106.4,17.17,4040.65,0.0,0,669.63,4710.28,39,1,1,1,30,1,0,0,4111,0,1,1,0,0,1,1,1,False,False,False,True,False,False,True,False,False,False,True
0,45,0,0,0,0,0,0,0,79.85,12.69,1387.35,0.0,0,215.73,1603.08,17,1,1,0,22,1,0,0,5574,0,1,1,0,1,1,1,1,True,False,True,False,False,False,False,False,False,False,False
1,47,0,0,0,0,0,0,1,65.3,18.74,3512.9,0.0,0,1011.96,4524.86,54,1,1,0,16,1,0,0,4556,0,1,1,0,0,1,0,0,False,True,False,False,False,False,False,False,False,True,False
0,19,1,0,1,0,0,1,0,50.85,12.59,466.6,0.0,0,113.31,579.91,9,1,1,0,76,1,1,4,4623,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False
0,23,1,0,0,0,0,0,0,45.95,5.12,45.95,0.0,0,5.12,51.07,1,1,1,0,30,1,0,0,4888,1,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,True,True,False
1,34,0,0,1,0,0,1,1,55.8,4.19,154.55,0.0,0,12.57,167.12,3,1,1,0,6,1,1,2,2662,0,0,0,1,1,0,0,0,False,False,False,False,True,False,False,False,True,False,False
0,60,0,0,0,0,0,0,1,111.95,44.57,7795.95,0.0,0,3119.9,10915.85,70,1,1,1,26,1,0,0,4182,0,1,1,1,1,1,1,1,False,True,True,False,False,False,False,False,False,False,True
1,31,0,0,0,0,0,0,1,105.4,49.98,5643.4,0.0,0,2698.92,8342.32,54,1,1,0,26,1,0,0,4406,1,1,1,0,1,1,1,1,True,False,True,False,False,True,False,False,False,False,True
1,69,0,1,1,0,0,1,1,101.9,7.94,5549.4,0.0,0,420.82,5970.22,53,1,1,1,6,1,1,1,5884,1,0,1,0,0,1,1,0,False,False,False,True,False,True,False,False,False,False,True
0,57,0,0,1,0,0,1,0,19.55,21.14,608.5,0.0,0,634.2,1242.7,30,0,1,0,0,0,1,1,5203,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False
1,71,0,1,0,0,0,0,1,99.0,5.87,4744.35,0.0,0,281.76,5026.11,48,1,1,1,2,1,0,0,3061,0,0,1,0,0,1,1,0,True,False,False,True,False,False,False,False,False,False,True
1,64,0,0,1,1,1,1,0,20.05,20.96,1263.9,0.0,0,1299.52,2563.42,62,0,1,0,0,0,1,5,6444,0,0,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False
0,28,1,0,0,0,0,0,1,45.3,39.94,45.3,0.0,0,39.94,85.24,1,1,1,0,59,1,0,0,3049,1,0,0,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False
0,66,0,1,1,0,0,1,1,106.25,18.69,6979.8,0.0,0,1214.85,8194.65,65,1,1,1,30,1,1,1,5965,1,0,1,1,0,1,1,0,True,False,False,True,False,False,False,False,False,False,True
0,77,0,1,1,1,2,1,1,78.1,17.66,864.85,0.0,0,194.26,1059.11,11,1,1,1,13,1,1,8,2333,0,0,0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
1,59,0,0,1,0,0,1,1,20.35,45.03,1359.5,0.0,0,2971.98,4331.48,66,0,1,0,0,0,1,9,4845,0,0,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,False,False
0,75,0,1,0,0,0,0,1,79.4,41.9,205.05,0.0,0,125.7,330.75,3,1,1,1,11,1,0,0,3501,1,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
1,25,1,0,0,0,0,0,1,40.6,0.0,1494.5,0.0,0,0.0,1494.5,39,1,0,0,26,1,0,0,4436,0,0,0,0,1,0,1,1,False,False,False,True,False,False,True,False,False,False,False
0,46,0,0,0,0,0,0,0,35.0,0.0,135.75,0.0,50,0.0,185.75,4,1,0,0,26,0,0,0,3523,0,1,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,63,0,0,1,0,0,1,1,74.15,49.39,741.4,0.0,0,592.68,1334.08,12,1,1,0,5,1,1,7,5426,0,0,0,1,1,1,1,1,False,False,False,True,False,False,False,False,False,True,False
0,57,0,0,1,1,1,1,1,35.15,0.0,1051.05,0.0,0,0.0,1051.05,32,1,0,0,14,1,1,3,3163,0,1,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False
0,35,0,0,0,0,0,0,1,98.75,37.69,2407.3,0.0,0,904.56,3311.86,24,1,1,1,18,1,0,0,4016,1,0,0,1,0,1,1,1,False,False,False,True,False,False,False,False,False,False,True
1,48,0,0,1,0,0,1,1,95.0,31.13,6602.9,0.0,0,2179.1,8782.0,70,1,1,1,16,1,1,5,6259,0,0,1,1,0,1,0,0,True,False,False,False,False,False,False,False,False,False,True
0,62,0,0,0,0,0,0,0,20.25,42.36,1566.9,0.0,0,3049.92,4616.82,72,0,1,0,0,0,0,0,5733,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False
0,22,1,0,0,0,0,0,1,25.4,45.84,399.6,0.0,0,687.6,1087.2,15,0,1,1,0,0,0,0,2853,1,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
0,22,1,0,1,1,2,1,0,74.55,44.9,1215.8,0.0,0,763.3,1979.1,17,1,1,0,47,1,1,8,4451,0,1,1,0,0,1,1,1,False,False,False,False,True,False,False,True,False,True,False
0,26,1,0,0,0,0,0,1,103.35,19.68,847.3,0.0,0,157.44,1004.74,8,1,1,1,41,1,0,0,2363,1,1,0,0,1,1,1,1,False,False,False,False,False,False,False,False,True,False,True
1,43,0,0,1,0,0,1,0,24.4,23.18,203.95,0.0,0,185.44,389.39,8,0,1,1,0,0,1,6,2028,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False
1,37,0,0,1,0,0,1,1,38.1,0.0,970.4,0.0,100,0.0,1070.4,25,1,0,0,24,0,1,10,2315,0,0,0,1,0,1,0,0,True,False,True,False,False,False,False,False,False,False,False
1,55,0,0,1,1,3,1,1,20.05,13.83,218.5,0.0,0,138.3,356.8,10,0,1,0,0,0,1,7,2049,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False
1,30,0,0,0,0,0,0,0,20.05,11.1,20.05,0.0,0,11.1,31.15,1,0,1,0,0,0,0,0,2313,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False
0,21,1,0,1,0,0,1,0,26.45,22.22,1914.5,0.0,0,1599.84,3514.34,72,0,1,1,0,0,1,1,5534,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False
1,24,1,0,1,0,0,1,1,71.9,48.1,3173.35,0.0,0,2068.3,5241.65,43,1,1,1,51,1,1,5,4106,0,1,0,0,1,0,1,1,True,False,True,False,False,True,False,False,False,True,False
0,25,1,0,1,0,0,1,1,83.7,16.05,6096.9,0.0,0,1155.6,7252.5,72,1,1,0,46,1,1,9,4592,0,1,1,1,1,1,1,1,False,True,False,False,False,False,False,False,False,False,False
0,31,0,0,1,0,0,1,0,48.6,30.07,422.3,20.45,0,270.63,672.48,9,1,1,0,30,1,1,9,4562,0,1,0,0,0,0,0,0,True,False,False,False,True,False,False,False,True,True,False
1,44,0,0,1,0,0,1,0,99.4,26.06,5059.75,0.0,0,1303.0,6362.75,50,1,1,1,18,1,1,7,6479,0,0,0,0,1,1,1,1,True,False,False,True,False,True,False,False,False,False,True
0,59,0,0,1,1,3,1,0,73.7,7.84,4885.85,0.0,0,540.96,5426.81,69,1,1,1,21,1,1,10,4268,0,1,1,0,1,1,0,0,True,False,True,False,False,False,False,False,False,False,False
1,31,0,0,0,1,3,0,0,64.85,43.69,950.75,0.0,0,655.35,1606.1,15,1,1,0,29,1,0,0,4442,0,1,0,1,0,0,1,1,True,False,False,False,True,False,False,False,False,True,False
0,76,0,1,1,0,0,1,0,60.7,17.12,1597.4,0.0,0,445.12,2042.52,26,1,1,0,17,1,1,2,2502,0,0,0,1,0,0,1,0,True,False,False,False,True,False,False,False,False,False,False
0,62,0,0,1,1,1,1,1,25.75,24.76,882.55,0.0,0,866.6,1749.15,35,0,1,1,0,0,1,5,4194,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False
0,73,0,1,1,0,0,1,0,71.7,30.3,1497.05,0.0,100,636.3,2233.35,21,1,1,1,18,0,1,4,2784,0,0,1,1,0,0,1,0,True,False,False,False,False,False,False,False,False,True,False
1,34,0,0,0,0,0,0,1,89.25,6.8,4652.4,0.0,0,353.6,5006.0,52,1,1,1,30,1,0,0,4624,0,1,1,1,1,1,1,1,False,True,False,False,True,False,False,False,False,True,False
1,28,1,0,0,0,0,0,0,45.45,29.07,1233.15,0.0,0,755.82,1988.97,26,1,1,0,42,1,0,0,5451,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False
0,59,0,0,1,0,0,1,1,47.05,0.0,3263.6,0.0,0,0.0,3263.6,71,1,0,0,6,1,1,4,6302,0,0,0,1,1,0,1,1,False,True,False,True,False,False,False,False,False,False,False
1,37,0,0,0,0,0,0,0,68.25,28.84,2171.15,0.0,0,951.72,3122.87,33,1,1,0,23,1,0,0,5647,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
1,59,0,0,1,1,2,1,0,65.85,26.91,4097.05,0.0,0,1776.06,5873.11,66,1,1,0,30,1,1,10,5500,0,1,1,1,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False
0,53,0,0,0,0,0,0,0,19.85,31.12,1128.1,0.0,0,1867.2,2995.3,60,0,1,0,0,0,0,0,6213,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False
0,64,0,0,1,0,0,1,0,24.65,24.42,1830.05,0.0,0,1758.24,3588.29,72,0,1,1,0,0,1,3,5065,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False
1,31,0,0,0,0,0,0,0,84.5,6.89,84.5,0.0,0,6.89,91.39,1,1,1,1,12,1,0,0,4340,1,0,0,0,0,1,0,0,False,False,False,True,False,False,False,False,False,False,True
1,34,0,0,0,0,0,0,0,95.0,3.95,3605.6,0.0,0,150.1,3755.7,38,1,1,1,21,1,0,0,4741,0,0,0,1,1,1,0,0,True,False,False,False,False,False,True,False,False,False,True
0,77,0,1,1,0,0,1,1,104.4,35.11,6405.0,0.0,0,2141.71,8546.71,61,1,1,1,17,1,1,1,4412,1,0,1,1,0,1,1,0,True,False,True,False,False,False,False,False,False,False,True
0,53,0,0,1,0,0,1,0,78.9,21.15,1348.95,0.0,0,359.55,1708.5,17,1,1,1,4,1,1,1,2362,0,1,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True
1,38,0,0,0,0,0,0,0,72.8,41.1,3249.4,0.0,0,1890.6,5140.0,46,1,1,1,26,1,0,0,2642,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
0,56,0,0,0,0,0,0,1,53.8,49.4,283.95,0.0,10,247.0,540.95,5,1,1,1,22,0,0,0,2182,0,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False
1,59,0,0,1,1,1,1,1,78.95,3.54,2647.2,0.0,0,120.36,2767.56,34,1,1,0,12,1,1,1,2074,0,0,0,0,0,0,1,1,True,False,False,False,False,False,True,False,False,False,True
0,62,0,0,0,0,0,0,0,80.05,44.96,1345.65,0.0,0,764.32,2109.97,17,1,1,1,29,1,0,0,3443,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,True
1,79,0,1,1,0,0,1,1,54.55,35.53,825.1,0.0,0,568.48,1393.58,16,1,1,0,23,1,1,5,3324,0,1,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
0,74,0,1,0,0,0,0,1,75.75,13.8,606.25,0.0,0,110.4,716.65,8,1,1,1,6,1,0,0,4174,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
1,28,1,0,1,0,0,1,1,111.45,22.36,5315.1,0.0,0,1073.28,6388.38,48,1,1,1,59,1,1,9,2319,0,1,1,1,0,1,1,1,False,False,False,False,False,True,False,False,False,False,True
0,46,0,0,1,0,0,1,0,59.85,0.0,3590.2,0.0,0,0.0,3590.2,60,1,0,0,19,1,1,1,5790,0,1,0,1,1,1,1,1,False,True,True,False,False,True,False,False,False,True,False
0,54,0,0,0,0,0,0,1,79.85,26.81,2015.35,0.0,0,670.25,2685.6,25,1,1,0,12,1,0,0,4535,1,1,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True
0,65,0,1,0,0,0,0,1,108.1,26.87,7774.05,0.0,0,1934.64,9708.69,72,1,1,1,20,1,0,0,4474,0,0,1,1,1,1,1,1,False,True,False,False,False,False,False,False,False,False,True
0,69,0,1,0,0,0,0,1,102.85,11.63,6976.75,0.0,60,767.58,7804.33,66,1,1,1,5,0,0,0,5569,0,0,0,1,1,1,1,0,True,False,True,False,False,False,False,False,False,False,True
0,30,0,0,1,1,2,1,1,71.35,29.14,2847.2,0.0,0,1165.6,4012.8,40,1,1,0,48,1,1,4,5807,0,1,1,0,1,0,1,1,False,False,False,False,True,False,False,False,False,True,False
1,79,0,1,0,0,0,0,1,45.25,0.0,3264.45,0.0,0,0.0,3264.45,70,1,0,0,20,1,0,0,5824,1,0,0,0,0,1,1,0,True,False,False,True,False,False,False,False,False,True,False
1,63,0,0,0,0,0,0,0,20.15,26.37,405.6,0.0,0,606.51,1012.11,23,0,1,0,0,0,0,0,4402,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False
1,75,0,1,1,0,0,1,1,85.7,46.61,3171.15,0.0,0,1724.57,4895.72,37,1,1,1,26,1,1,1,4712,1,0,0,0,0,1,0,0,False,False,False,True,False,False,True,False,False,False,True
1,63,0,0,0,0,0,0,0,69.5,27.04,3418.2,5.73,0,1352.0,4764.47,50,1,1,1,2,1,0,0,4145,0,0,0,1,1,0,1,1,False,True,False,False,False,False,False,False,False,True,False
1,37,0,0,1,1,2,1,0,60.5,43.24,3694.45,0.0,0,2594.4,6288.85,60,1,1,0,28,1,1,7,6026,0,1,1,1,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,23,1,0,0,0,0,0,1,20.45,35.21,162.3,0.0,0,281.68,443.98,8,0,1,0,0,0,0,0,5624,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False
1,73,0,1,1,0,0,1,1,103.0,17.43,4414.3,0.0,0,749.49,5163.79,43,1,1,1,26,1,1,1,2505,1,0,1,1,0,1,1,0,False,False,False,True,False,True,False,False,False,False,True
1,32,0,0,0,0,0,0,0,62.25,7.65,612.95,0.0,0,76.5,689.45,10,1,1,0,17,1,0,0,3415,0,1,0,0,1,1,0,0,False,False,False,False,False,False,False,True,False,True,False
0,62,0,0,0,1,2,0,1,105.3,16.96,1275.65,0.0,0,203.52,1479.17,12,1,1,1,18,1,0,0,5913,0,0,1,1,0,1,1,1,False,False,False,True,False,False,False,False,False,False,True
1,62,0,0,0,0,0,0,1,70.35,28.84,2552.9,0.0,0,1067.08,3619.98,37,1,1,0,25,1,0,0,5402,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
1,43,0,0,1,1,3,1,0,79.4,13.45,4238.45,0.0,0,739.75,4978.2,55,1,1,0,53,1,1,9,4162,0,0,1,0,1,0,0,0,False,False,False,True,False,False,False,False,False,False,True
0,54,0,0,1,1,1,1,1,59.3,18.85,3274.35,0.0,0,1074.45,4348.8,57,1,1,0,24,1,1,6,6287,0,1,0,1,1,0,0,0,True,False,False,False,True,True,False,False,False,False,False
1,48,0,0,0,0,0,0,0,69.95,27.58,69.95,0.0,0,27.58,97.53,1,1,1,0,16,1,0,0,5066,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True
1,68,0,1,0,0,0,0,1,90.5,26.11,1201.15,29.84,140,339.43,1650.74,13,1,1,0,4,0,0,0,5394,1,0,0,0,0,1,1,1,False,False,False,True,False,False,False,False,False,False,True
0,29,1,0,0,0,0,0,0,85.1,2.49,3662.25,0.0,30,107.07,3799.32,43,1,1,1,53,0,0,0,2319,0,0,1,1,1,1,1,1,True,False,True,False,False,False,False,False,False,True,False
1,32,0,0,0,1,2,0,0,19.75,15.02,1124.2,0.0,0,916.22,2040.42,61,0,1,0,0,0,0,0,5411,0,0,0,0,0,0,0,0,False,True,False,False,True,True,False,False,False,False,False
0,23,1,0,1,1,3,1,1,69.15,24.28,235.0,0.0,0,72.84,307.84,3,1,1,1,73,0,1,3,2301,0,0,1,1,0,1,0,0,False,False,False,False,False,False,False,False,False,True,False
1,42,0,0,1,0,0,1,1,93.15,17.4,6368.2,0.0,90,1165.8,7624.0,67,1,1,1,11,0,1,5,4001,0,0,1,1,0,0,1,1,False,True,False,True,False,False,False,False,False,False,True
0,55,0,0,1,0,0,1,0,23.85,21.19,1672.1,0.0,0,1504.49,3176.59,71,0,1,1,0,0,1,4,6166,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False
1,44,0,0,1,1,3,1,0,71.6,40.57,4230.25,45.54,0,2353.06,6537.77,58,1,1,1,25,1,1,1,4747,0,1,1,1,1,0,0,0,False,True,True,False,False,False,False,False,False,True,False
1,64,0,0,1,1,2,1,1,78.65,36.15,1663.75,0.0,0,795.3,2459.05,22,1,1,1,11,1,1,6,3571,0,0,0,1,1,1,1,1,True,False,False,False,True,False,False,False,False,True,False
1,55,0,0,0,1,2,0,0,89.55,9.36,5012.35,30.45,0,533.52,5515.42,57,1,1,1,20,1,0,0,4260,0,1,1,1,1,1,1,1,False,True,False,False,True,True,False,False,False,False,False
1,31,0,0,0,0,0,0,1,19.8,4.72,1311.3,0.0,0,316.24,1627.54,67,0,1,0,0,0,0,0,4260,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False
0,56,0,0,1,1,2,1,0,19.2,20.57,702.9,0.0,0,740.52,1443.42,36,0,1,0,0,0,1,3,3043,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False
1,52,0,0,1,1,1,1,0,68.4,15.96,4855.35,0.0,0,1149.12,6004.47,72,1,1,0,26,1,1,7,5504,0,1,1,0,1,1,0,0,False,True,False,False,False,False,False,False,False,True,False
0,66,0,1,1,0,0,1,0,78.5,32.37,5602.25,0.0,0,2330.64,7932.89,72,1,1,1,22,1,1,4,6072,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
0,26,1,0,0,0,0,0,1,76.15,21.67,1992.95,0.0,0,541.75,2534.7,25,1,1,0,48,1,0,0,3955,0,1,0,0,1,1,1,1,False,False,True,False,False,False,False,False,False,True,False
0,24,1,0,1,0,0,1,1,49.85,0.0,617.15,0.0,0,0.0,617.15,12,1,0,0,82,1,1,10,2873,0,0,0,1,0,1,1,1,False,False,False,False,False,False,False,True,False,False,False
1,51,0,0,0,0,0,0,1,114.95,14.63,7711.25,0.0,0,1024.1,8735.35,70,1,1,1,30,1,0,0,4511,0,1,1,1,1,1,1,1,False,True,False,False,False,False,False,False,False,False,True
1,41,0,0,1,0,0,1,1,74.5,36.44,74.5,0.0,0,36.44,110.94,1,1,1,1,16,1,0,0,5554,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
0,52,0,0,1,0,0,1,1,102.45,25.88,102.45,0.0,0,25.88,128.33,1,1,1,1,9,1,1,1,4811,1,1,0,1,0,1,1,1,False,False,False,True,False,False,False,False,False,False,True
1,60,0,0,0,0,0,0,0,103.85,15.89,2215.0,0.0,0,333.69,2548.69,21,1,1,1,3,1,0,0,4520,0,1,0,1,0,1,1,1,False,False,False,False,True,False,False,True,False,False,True
0,32,0,0,1,1,3,1,1,101.15,28.64,6638.35,0.0,30,1775.68,8444.03,62,1,1,1,52,0,1,4,5735,0,1,0,0,0,1,1,1,False,True,False,False,False,False,False,False,False,False,True
0,22,1,0,0,0,0,0,0,65.25,1.74,1441.8,0.0,0,38.28,1480.08,22,1,1,0,85,1,0,0,5146,0,0,1,1,0,1,0,0,True,False,False,False,False,False,False,False,False,True,False
0,59,0,0,0,0,0,0,1,95.5,27.68,6153.85,0.0,80,1799.2,8033.05,65,1,1,1,6,0,0,0,6153,0,0,1,1,0,1,0,0,True,False,False,True,False,False,False,False,False,False,True
0,48,0,0,0,0,0,0,0,19.3,32.63,755.5,0.0,0,1239.94,1995.44,38,0,1,0,0,0,0,0,4705,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False
1,63,0,0,1,0,0,1,0,54.3,0.0,2390.45,0.0,0,0.0,2390.45,44,1,0,0,18,1,1,1,3222,0,0,1,1,0,1,1,1,False,True,False,False,False,False,False,False,False,False,False
0,61,0,0,0,0,0,0,0,19.55,7.35,124.45,0.0,0,44.1,168.55,6,0,1,0,0,0,0,0,5980,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,False,False
1,59,0,0,1,0,0,1,1,69.2,47.46,4671.65,0.0,0,3179.82,7851.47,67,1,1,0,20,1,0,0,4323,0,1,1,0,1,0,1,1,False,True,True,False,False,False,False,False,False,True,False
1,33,0,0,0,0,0,0,0,79.0,48.66,143.65,0.0,0,97.32,240.97,2,1,1,0,21,1,0,0,5239,1,0,0,0,0,1,0,0,False,False,False,True,False,False,False,False,False,False,True
1,45,0,0,0,0,0,0,1,104.95,33.93,7544.3,25.42,0,2442.96,9961.84,72,1,1,1,18,1,0,0,5760,0,0,1,1,0,1,1,1,True,False,False,True,False,False,False,False,False,False,True
0,42,0,0,0,0,0,0,1,20.6,22.89,827.3,0.0,0,915.6,1742.9,40,0,1,0,0,0,0,0,3091,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False
0,75,0,1,0,0,0,0,1,69.25,29.68,69.25,0.0,0,29.68,98.93,1,1,1,0,18,1,0,0,4371,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False
1,76,0,1,1,0,0,1,1,70.2,24.42,834.7,0.0,0,268.62,1103.32,11,1,1,0,29,1,1,7,2848,0,0,0,0,0,0,0,0,False,True,False,True,False,False,False,True,False,False,True
0,20,1,0,1,0,0,1,1,105.5,34.14,6985.65,0.0,0,2219.1,9204.75,65,1,1,1,26,1,1,7,5720,1,0,1,1,0,1,1,1,False,False,False,True,False,False,False,False,False,False,True
0,50,0,0,1,0,0,1,1,104.3,5.46,7188.5,0.0,30,382.2,7600.7,70,1,1,1,30,0,1,9,5583,0,0,0,1,1,1,1,1,False,True,False,False,False,False,False,False,False,False,True
1,25,1,0,0,0,0,0,1,94.9,40.22,1048.85,0.0,0,402.2,1451.05,10,1,1,0,41,1,0,0,2832,1,0,0,1,0,1,1,1,False,False,False,True,False,False,False,True,False,False,True
